gene,rho,pval
ENSG00000101294.15,0.47445759195525106,1.405561871136037e-25
ENSG00000100726.13,0.4744025047839264,1.4262084617004062e-25
ENSG00000107130.8,0.4739086642880559,1.6251956133535374e-25
ENSG00000082684.13,0.4738792033624986,1.637897113711984e-25
ENSG00000093010.10,0.4736958284249997,1.7191889422370106e-25
ENSG00000079432.6,0.47367248218708974,1.7298203684676834e-25
ENSG00000065000.14,0.4736486133553061,1.740756893181075e-25
ENSG00000063587.13,0.47364104421179354,1.7442392585069972e-25
ENSG00000101160.12,0.4732113696906127,1.9536207734848942e-25
ENSG00000104825.15,0.47306710660391493,2.0293410061326368e-25
ENSG00000022277.11,0.47302243835995533,2.0533685988345865e-25
ENSG00000099953.8,0.47287125973432254,2.1367927337853617e-25
ENSG00000100991.10,0.47284750330205305,2.15020295097787e-25
ENSG00000080603.15,0.47261209867656906,2.287660231720118e-25
ENSG00000004059.9,0.4724091177926428,2.413126523448134e-25
ENSG00000105619.12,0.4723853505349452,2.4282547998010272e-25
ENSG00000115107.18,0.4723411387520165,2.456645938008353e-25
ENSG00000113119.11,0.4722610233183679,2.5089306723376114e-25
ENSG00000063854.11,0.4718225578947547,2.8151517542342785e-25
ENSG00000106268.14,0.4718004366851597,2.8315428253109457e-25
ENSG00000076826.8,0.4717339620821139,2.881367471254742e-25
ENSG00000103051.17,0.47167914099102354,2.92310806008014e-25
ENSG00000090581.8,0.4716288856775881,2.961896544816663e-25
ENSG00000103034.13,0.4715454485031539,3.027421145852462e-25
ENSG00000090861.14,0.47134466754882887,3.19102202400002e-25
ENSG00000079435.8,0.4713305728094335,3.2028292317018667e-25
ENSG00000101442.9,0.47098989179564615,3.50171400841235e-25
ENSG00000090621.12,0.4709500393180888,3.538428327624533e-25
ENSG00000116809.10,0.4707683464602243,3.710688762468238e-25
ENSG00000082641.14,0.47072936759160017,3.748709091220044e-25
ENSG00000103091.13,0.4706255340985606,3.8518764739813966e-25
ENSG00000102967.10,0.47054652365236443,3.9322537104799663e-25
ENSG00000073169.12,0.4703146322667277,4.177843086806012e-25
ENSG00000116786.10,0.4701090199573922,4.4082303706067095e-25
ENSG00000105186.13,0.4700443233791987,4.48328415691666e-25
ENSG00000100983.8,0.469974213781147,4.566042379438998e-25
ENSG00000101473.15,0.46996462948872053,4.577472362014848e-25
ENSG00000077312.7,0.46989696227147365,4.658978350885363e-25
ENSG00000105227.13,0.46989335525312226,4.663363049470473e-25
ENSG00000101335.8,0.4695889796850096,5.048422210821402e-25
ENSG00000115325.12,0.4695788469877455,5.061766812772173e-25
ENSG00000107796.11,0.4695471226222899,5.103772929346358e-25
ENSG00000104969.8,0.46929460060061734,5.450641909288893e-25
ENSG00000099999.13,0.4692658490035448,5.491582395652548e-25
ENSG00000065802.10,0.4689711900615776,5.929057996007331e-25
ENSG00000089220.4,0.46893397879862925,5.986696361619592e-25
ENSG00000105254.10,0.4688044121945549,6.19173863624391e-25
ENSG00000011304.15,0.4686136569853064,6.506292397618393e-25
ENSG00000115274.13,0.4683632782046562,6.943217276982723e-25
ENSG00000101986.11,0.4682830191202971,7.08931174469388e-25
ENSG00000059915.15,0.4680658062400653,7.500097299166932e-25
ENSG00000100084.13,0.4680082721950904,7.61278446220095e-25
ENSG00000112759.15,0.4676466081831576,8.360421165898493e-25
ENSG00000105248.14,0.46763649515284444,8.382336745856989e-25
ENSG00000112514.14,0.46763081306577037,8.39467506602028e-25
ENSG00000083812.10,0.46762113643735553,8.415728581262989e-25
ENSG00000037897.15,0.4675143355707185,8.651587190783855e-25
ENSG00000108883.11,0.46744493593955705,8.808334907864615e-25
ENSG00000105875.12,0.4673736587947228,8.972241605191376e-25
ENSG00000108468.13,0.4673213477217877,9.094446917276326e-25
ENSG00000104524.12,0.46674727125835674,1.054842001571895e-24
ENSG00000110987.7,0.4664885681398371,1.1276492166967571e-24
ENSG00000116128.8,0.46648808111995044,1.1277908528468199e-24
ENSG00000110011.12,0.466473047598998,1.132171582121252e-24
ENSG00000115317.10,0.466437482916659,1.1426020293646234e-24
ENSG00000100014.18,0.4663203593693303,1.1776273280104144e-24
ENSG00000066117.13,0.46611766284974926,1.24076453000548e-24
ENSG00000101882.8,0.4657394701356323,1.3676287707550867e-24
ENSG00000119669.4,0.465372406546174,1.5029780158136348e-24
ENSG00000073060.14,0.4652025209697831,1.5700171679288749e-24
ENSG00000083444.15,0.46519210411107903,1.5742225191652324e-24
ENSG00000064999.13,0.46513665443149405,1.5967957367652865e-24
ENSG00000101158.11,0.4647422935213343,1.7668201912084112e-24
ENSG00000099797.10,0.4638820985724003,2.2021389010424517e-24
ENSG00000005156.10,0.46349695919343875,2.4298746799046074e-24
ENSG00000042286.13,0.46348572891660067,2.4368527852362688e-24
ENSG00000004777.17,0.46340786379667953,2.485782527736668e-24
ENSG00000021762.18,0.46326205786850844,2.580028038016645e-24
ENSG00000110844.12,0.4631596547115841,2.6483188349361588e-24
ENSG00000105373.17,0.46241889044979634,3.198379574387761e-24
ENSG00000100802.13,0.46210655448763505,3.4628017521429275e-24
ENSG00000101464.9,0.4618684864856473,3.6787349915858355e-24
ENSG00000105127.7,0.4618265251235828,3.71814923273366e-24
ENSG00000114019.13,0.46165329492353646,3.8853239454621114e-24
ENSG00000117411.15,0.4616177380742965,3.920544578212133e-24
ENSG00000047644.16,0.46141632422498124,4.126083885146215e-24
